broj_karte|sifra_konkretnog_leta|kupac|prodavac|sediste|datum_prodaje|obrisana|status|putnici
23|0024|{'ime': 'pmtctwreza', 'prezime': 'qbxohgktca', 'korisnicko_ime': 'dplkqeglon', 'lozinka': 'frlajoaukz', 'email': 'nksbizghwm@email.com', 'pasos': '102179642', 'drzavljanstvo': 'xohuafzfmb', 'telefon': '369431', 'pol': 'rrwuubgemk', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7222|15.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'kttkiqsntq', 'prezime': 'glfpwpjhxc', 'korisnicko_ime': 'mibmggkrre', 'lozinka': 'ihturcmpia', 'email': 'wggmxevolo@email.com', 'pasos': '802494990', 'drzavljanstvo': 'nfedugdyrm', 'telefon': '791462', 'pol': 'xhrzramomj', 'uloga': 'korisnik'}, {'ime': 'eyldmjjkuf', 'prezime': 'bvqlqbanwl', 'korisnicko_ime': 'yigjkubisn', 'lozinka': 'uusddmysgo', 'email': 'mrbkenrhon@email.com', 'pasos': '778538557', 'drzavljanstvo': 'tcktysnigq', 'telefon': '710097', 'pol': 'wofierleor', 'uloga': 'korisnik'}, {'ime': 'vjzowmemfa', 'prezime': 'zdlppqwfpp', 'korisnicko_ime': 'gyqtujigzz', 'lozinka': 'mgfapkcsmq', 'email': 'uihoekyvho@email.com', 'pasos': '444205514', 'drzavljanstvo': 'oolkxscdbe', 'telefon': '769772', 'pol': 'jawzttchqt', 'uloga': 'korisnik'}]
24|0025|{'ime': 'vcytbkufyw', 'prezime': 'xeqmxqynei', 'korisnicko_ime': 'whfbfbouxp', 'lozinka': 'pkbljymeqm', 'email': 'loulxgovth@email.com', 'pasos': '297003660', 'drzavljanstvo': 'qgcorjnwct', 'telefon': '192831', 'pol': 'qosakclqxm', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6755|24.09.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'sghoxnlfbi', 'prezime': 'ojwvchtfhe', 'korisnicko_ime': 'idnlujnade', 'lozinka': 'jkujqlgodo', 'email': 'jvmhiwfhjj@email.com', 'pasos': '712766212', 'drzavljanstvo': 'iqomnxtbpx', 'telefon': '736515', 'pol': 'yojoclcxop', 'uloga': 'korisnik'}, {'ime': 'nprgtmrczz', 'prezime': 'tdjubbcyfo', 'korisnicko_ime': 'qczcpawmxa', 'lozinka': 'oehthaugdu', 'email': 'mzcnkajeib@email.com', 'pasos': '815190122', 'drzavljanstvo': 'okwzbrloky', 'telefon': '261294', 'pol': 'jwxpjsporo', 'uloga': 'korisnik'}, {'ime': 'pacobwwkfm', 'prezime': 'qsoskcocfn', 'korisnicko_ime': 'yitqpgfbwa', 'lozinka': 'sxyvqyaorp', 'email': 'jemdcytwiq@email.com', 'pasos': '305508748', 'drzavljanstvo': 'wdbnuzvfto', 'telefon': '430685', 'pol': 'lpgzoavkxu', 'uloga': 'korisnik'}]
25|0026|{'ime': 'pubdqpnhhu', 'prezime': 'teorlleeph', 'korisnicko_ime': 'tfyxexcwml', 'lozinka': 'gnpnffzcnh', 'email': 'nepvneogxo@email.com', 'pasos': '726857067', 'drzavljanstvo': 'moszitcaux', 'telefon': '941768', 'pol': 'dgvqkbmlic', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6749|28.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'kfxvlawgam', 'prezime': 'dtrkmhjfyh', 'korisnicko_ime': 'zctpxbwdkx', 'lozinka': 'kktrdbskjv', 'email': 'ltafcgsngg@email.com', 'pasos': '396480741', 'drzavljanstvo': 'xqjgwotcvt', 'telefon': '761509', 'pol': 'jwivohfdue', 'uloga': 'korisnik'}, {'ime': 'dxvazxspps', 'prezime': 'zeswbatvko', 'korisnicko_ime': 'iewwsselpn', 'lozinka': 'yrpghwfuhm', 'email': 'nnszeodcpt@email.com', 'pasos': '395263336', 'drzavljanstvo': 'vnghuvdpsj', 'telefon': '997220', 'pol': 'kyvikhlehp', 'uloga': 'korisnik'}, {'ime': 'efonyipraz', 'prezime': 'dgekapvool', 'korisnicko_ime': 'ludamegbpy', 'lozinka': 'bhgupyeklt', 'email': 'umuvkbyumb@email.com', 'pasos': '927028251', 'drzavljanstvo': 'zjbtvbrxas', 'telefon': '955898', 'pol': 'ehcyyrixzr', 'uloga': 'korisnik'}]
26|0027|{'ime': 'grvdmzumzd', 'prezime': 'bnzofgemce', 'korisnicko_ime': 'sswzgzassp', 'lozinka': 'sprqsyeung', 'email': 'sdlpmvtegd@email.com', 'pasos': '920829121', 'drzavljanstvo': 'pgcylyzpgz', 'telefon': '974801', 'pol': 'nhcbdqlfkq', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7249|20.06.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'nxpibpxpyi', 'prezime': 'eenesblffg', 'korisnicko_ime': 'ozvtfrqxcs', 'lozinka': 'gtdesrdezn', 'email': 'wxbbynbbmw@email.com', 'pasos': '647623812', 'drzavljanstvo': 'lpzfkgpaue', 'telefon': '528330', 'pol': 'fvcygwnbga', 'uloga': 'korisnik'}, {'ime': 'olykzmkduc', 'prezime': 'sbjinginfp', 'korisnicko_ime': 'caqdlfxchd', 'lozinka': 'salqvifjws', 'email': 'fwedfqvxcy@email.com', 'pasos': '330217505', 'drzavljanstvo': 'tadnrcflal', 'telefon': '861320', 'pol': 'dpwuphejid', 'uloga': 'korisnik'}, {'ime': 'lmlacjgoyo', 'prezime': 'vizxbenlvb', 'korisnicko_ime': 'ufkslttyhq', 'lozinka': 'nmsdatznmf', 'email': 'dgaatanpry@email.com', 'pasos': '744253652', 'drzavljanstvo': 'ddmsrahcpr', 'telefon': '260873', 'pol': 'cboolzligg', 'uloga': 'korisnik'}]
27|0028|{'ime': 'ulwhybjpqm', 'prezime': 'lsglmzcqfq', 'korisnicko_ime': 'cakganpeqs', 'lozinka': 'phyynusezi', 'email': 'ohjkvkxtml@email.com', 'pasos': '257434540', 'drzavljanstvo': 'bjivtejjtm', 'telefon': '254086', 'pol': 'azcksijjva', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7045|12.02.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'djuayuhttu', 'prezime': 'joqvjobobb', 'korisnicko_ime': 'tbhqhvdidi', 'lozinka': 'zwraybdbao', 'email': 'tnlgibgair@email.com', 'pasos': '175047863', 'drzavljanstvo': 'jwmrvglzmy', 'telefon': '935134', 'pol': 'kktpiyskjo', 'uloga': 'korisnik'}, {'ime': 'ouytpujupv', 'prezime': 'scfcmuxghw', 'korisnicko_ime': 'nspsikxoyq', 'lozinka': 'bubbnrtxps', 'email': 'gmzmewarlt@email.com', 'pasos': '144181642', 'drzavljanstvo': 'ecwxwggcxl', 'telefon': '597334', 'pol': 'hpabfmgstt', 'uloga': 'korisnik'}, {'ime': 'lpqbutrwro', 'prezime': 'gdmrynwvmn', 'korisnicko_ime': 'qtnvhrbhfs', 'lozinka': 'xucgysxslu', 'email': 'sudpghcsas@email.com', 'pasos': '264295808', 'drzavljanstvo': 'gkoquwlwkj', 'telefon': '851337', 'pol': 'vtukhgxbgg', 'uloga': 'korisnik'}]
28|0029|{'ime': 'olyttczvct', 'prezime': 'vnpdcvmbvl', 'korisnicko_ime': 'nbocmkzxpt', 'lozinka': 'doinpfspnf', 'email': 'rhplyuhllj@email.com', 'pasos': '600551190', 'drzavljanstvo': 'mlsawpvssx', 'telefon': '944216', 'pol': 'wcllzoyjiv', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7098|22.02.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'fknksohxdy', 'prezime': 'hkzvajmcqv', 'korisnicko_ime': 'alixkqkjnq', 'lozinka': 'admfcbmlpn', 'email': 'istczkdpwo@email.com', 'pasos': '295586198', 'drzavljanstvo': 'wxpcgddxyi', 'telefon': '904009', 'pol': 'uzomyqzkdl', 'uloga': 'korisnik'}, {'ime': 'nazkeivonh', 'prezime': 'hebxofympy', 'korisnicko_ime': 'xpmmvqhvmf', 'lozinka': 'wsxgbnicga', 'email': 'ohdknietus@email.com', 'pasos': '690398135', 'drzavljanstvo': 'veqhvxxdrv', 'telefon': '398405', 'pol': 'lwrzzpfkfe', 'uloga': 'korisnik'}, {'ime': 'ywzrgjttni', 'prezime': 'jswmvikfhm', 'korisnicko_ime': 'fghgaurqht', 'lozinka': 'bximidigtd', 'email': 'lyfjhkrrxo@email.com', 'pasos': '696678400', 'drzavljanstvo': 'zpduotqerv', 'telefon': '461933', 'pol': 'yxqxdbzzjq', 'uloga': 'korisnik'}]
29|0030|{'ime': 'vtcmvldkys', 'prezime': 'rsplgmbftt', 'korisnicko_ime': 'uzsharaoxa', 'lozinka': 'caejfjpxon', 'email': 'buozagzjzs@email.com', 'pasos': '267357789', 'drzavljanstvo': 'ydnkbwntfm', 'telefon': '234119', 'pol': 'zzvtjajebq', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6912|07.04.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'qufnbwhnyl', 'prezime': 'tpuhcllqyj', 'korisnicko_ime': 'mtbeqnsxff', 'lozinka': 'pqfdzsqoop', 'email': 'lbkqpmwbkw@email.com', 'pasos': '873661312', 'drzavljanstvo': 'sytgedmpfg', 'telefon': '130055', 'pol': 'isrcmzjkpc', 'uloga': 'korisnik'}, {'ime': 'ucsxogzyxo', 'prezime': 'ovagghirwj', 'korisnicko_ime': 'sdcijlzcto', 'lozinka': 'bajijokzfw', 'email': 'jobfddbpuo@email.com', 'pasos': '569167074', 'drzavljanstvo': 'rbexvxkszg', 'telefon': '105419', 'pol': 'wppyomayxh', 'uloga': 'korisnik'}, {'ime': 'nkmuyntgpg', 'prezime': 'smzxlsksdg', 'korisnicko_ime': 'aucvewpzik', 'lozinka': 'cjwqamvxay', 'email': 'okmkvpplqs@email.com', 'pasos': '124845103', 'drzavljanstvo': 'yywfhwceov', 'telefon': '965889', 'pol': 'vlviscahnr', 'uloga': 'korisnik'}]
30|0031|{'ime': 'ziwfeyxemf', 'prezime': 'azjiikeiha', 'korisnicko_ime': 'unlikcdetu', 'lozinka': 'flzbcahabt', 'email': 'fnxhgeaiuq@email.com', 'pasos': '887135852', 'drzavljanstvo': 'kpquhxcizr', 'telefon': '594058', 'pol': 'wvymhlajbv', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6598|04.05.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'cakiymcsxa', 'prezime': 'szyyrsxakj', 'korisnicko_ime': 'vbuyhmeetm', 'lozinka': 'znibtrvfum', 'email': 'klwbvvnico@email.com', 'pasos': '517417350', 'drzavljanstvo': 'chlbnsttgk', 'telefon': '733285', 'pol': 'oxhuybkmjk', 'uloga': 'korisnik'}, {'ime': 'qteisczezi', 'prezime': 'pprrtnxmbs', 'korisnicko_ime': 'bgyircwaft', 'lozinka': 'hmkuuhrpld', 'email': 'zpkykglpvk@email.com', 'pasos': '939534186', 'drzavljanstvo': 'zqliwftmxn', 'telefon': '833486', 'pol': 'kfruiefetc', 'uloga': 'korisnik'}, {'ime': 'grecoerwrp', 'prezime': 'fwhbeedkne', 'korisnicko_ime': 'owqlevybqx', 'lozinka': 'lgsmcxnqlz', 'email': 'uztaiaowhm@email.com', 'pasos': '771312417', 'drzavljanstvo': 'pafynmbzye', 'telefon': '789983', 'pol': 'mbhximbeye', 'uloga': 'korisnik'}]
31|0032|{'ime': 'oiernaqtmz', 'prezime': 'obsfwbtvwz', 'korisnicko_ime': 'mtyrlnhsye', 'lozinka': 'pwlclyarth', 'email': 'tlkerxvlbj@email.com', 'pasos': '433785859', 'drzavljanstvo': 'cyyochiphy', 'telefon': '712531', 'pol': 'drcuahgsla', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6762|05.10.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'evfmauojwb', 'prezime': 'wypiblbggd', 'korisnicko_ime': 'tfuhldkmzq', 'lozinka': 'rvpezudlgt', 'email': 'ojnlbcfegn@email.com', 'pasos': '652474679', 'drzavljanstvo': 'dspjuqhuky', 'telefon': '290324', 'pol': 'xdcultagxo', 'uloga': 'korisnik'}, {'ime': 'ohdqwasgzc', 'prezime': 'tloxmoohpc', 'korisnicko_ime': 'fvztvyhwwa', 'lozinka': 'ckkxgakxts', 'email': 'xoqmwnmdsx@email.com', 'pasos': '463591196', 'drzavljanstvo': 'azszhqfduf', 'telefon': '368525', 'pol': 'hwsqynovux', 'uloga': 'korisnik'}, {'ime': 'ufurvouaqw', 'prezime': 'vedtssmlhj', 'korisnicko_ime': 'iczvhvjxqb', 'lozinka': 'mpdeeqhrcq', 'email': 'clvktvptsh@email.com', 'pasos': '305032014', 'drzavljanstvo': 'vwerriecyt', 'telefon': '442047', 'pol': 'pvxztwawfu', 'uloga': 'korisnik'}]
32|0033|{'ime': 'gtwvnoeunk', 'prezime': 'qubwfeltjg', 'korisnicko_ime': 'xxyemsglfr', 'lozinka': 'wvkwznfnkl', 'email': 'ytydojcplw@email.com', 'pasos': '595179333', 'drzavljanstvo': 'xzbwbxxqzx', 'telefon': '818327', 'pol': 'docaogtdim', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6647|06.05.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'opjypbbsop', 'prezime': 'lmewcrustq', 'korisnicko_ime': 'esnrrzntji', 'lozinka': 'mejjhklfhi', 'email': 'tokzhdemqu@email.com', 'pasos': '688713117', 'drzavljanstvo': 'jqumauvbaf', 'telefon': '223436', 'pol': 'yagsgtowzg', 'uloga': 'korisnik'}, {'ime': 'pcdajgiwve', 'prezime': 'lxbspbjmkn', 'korisnicko_ime': 'preaxazoxb', 'lozinka': 'bzqrtplzrg', 'email': 'undvcbrxtj@email.com', 'pasos': '603872029', 'drzavljanstvo': 'dhaablrien', 'telefon': '978483', 'pol': 'hayeftjbwp', 'uloga': 'korisnik'}, {'ime': 'hblrlfihxb', 'prezime': 'hmwbszvzya', 'korisnicko_ime': 'desqfnitqg', 'lozinka': 'sjxiidlpwm', 'email': 'ksyufzzalw@email.com', 'pasos': '253504336', 'drzavljanstvo': 'vwftnmdxcc', 'telefon': '347969', 'pol': 'qzaruylgdc', 'uloga': 'korisnik'}]
33|0034|{'ime': 'fizlrhtwyt', 'prezime': 'webczigsuk', 'korisnicko_ime': 'pcaxtcwucg', 'lozinka': 'pddadfaqit', 'email': 'rreaedhtuc@email.com', 'pasos': '551295087', 'drzavljanstvo': 'xbjkspejyk', 'telefon': '308593', 'pol': 'xvfkdbeafu', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6828|04.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'fabtzyoqdz', 'prezime': 'tdlghnamtc', 'korisnicko_ime': 'ukqavfvhtw', 'lozinka': 'pyxmgqghrk', 'email': 'carcyoduzz@email.com', 'pasos': '925090213', 'drzavljanstvo': 'zitvhdowdj', 'telefon': '267348', 'pol': 'gwnpqdqtic', 'uloga': 'korisnik'}, {'ime': 'fczmwfkrlr', 'prezime': 'ihorsjnzig', 'korisnicko_ime': 'nmminrexwq', 'lozinka': 'tidizinmrg', 'email': 'exsfzvfhgq@email.com', 'pasos': '385796929', 'drzavljanstvo': 'traeznzkqq', 'telefon': '929357', 'pol': 'vllgdwpvcc', 'uloga': 'korisnik'}, {'ime': 'dvzgtevcet', 'prezime': 'vioamntoxj', 'korisnicko_ime': 'bpgejhlllw', 'lozinka': 'zlokvhsmta', 'email': 'ptghxngenk@email.com', 'pasos': '380701952', 'drzavljanstvo': 'mudesfcwhu', 'telefon': '427421', 'pol': 'lvlanhjwfy', 'uloga': 'korisnik'}]
34|0035|{'ime': 'wvqkzyhuyr', 'prezime': 'bbstllwwrc', 'korisnicko_ime': 'evebwmyinh', 'lozinka': 'sspybgqykx', 'email': 'rmxmwzkgkh@email.com', 'pasos': '406448423', 'drzavljanstvo': 'tywukppmtm', 'telefon': '161884', 'pol': 'gjsquswcrz', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7217|23.02.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'miruaitega', 'prezime': 'tqkfmfpdpi', 'korisnicko_ime': 'ixujifjacq', 'lozinka': 'pbxnzprcqc', 'email': 'yifkbhiygs@email.com', 'pasos': '709590501', 'drzavljanstvo': 'qjrkcqapsx', 'telefon': '500941', 'pol': 'tywftfisbs', 'uloga': 'korisnik'}, {'ime': 'loxkucnnyz', 'prezime': 'yvindzstpp', 'korisnicko_ime': 'nzbuwiacjd', 'lozinka': 'tperpmnjqw', 'email': 'tgvilkpepl@email.com', 'pasos': '774357727', 'drzavljanstvo': 'kkhmxppcae', 'telefon': '525754', 'pol': 'xdlgebmqwy', 'uloga': 'korisnik'}, {'ime': 'iuvmyjabud', 'prezime': 'niowvxovup', 'korisnicko_ime': 'pcoliqgwtv', 'lozinka': 'lwrvwquayw', 'email': 'wsteijyasu@email.com', 'pasos': '724712549', 'drzavljanstvo': 'fktvlpdumx', 'telefon': '915949', 'pol': 'hzeynldpuf', 'uloga': 'korisnik'}]
35|0036|{'ime': 'onphrbiczn', 'prezime': 'vlgdzvpgub', 'korisnicko_ime': 'poopdlhcji', 'lozinka': 'phxqlcbwdh', 'email': 'mhseuqjbug@email.com', 'pasos': '201784375', 'drzavljanstvo': 'kgzkbxcrbl', 'telefon': '458244', 'pol': 'snfkufmjjq', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7215|02.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'kpfrgptrcl', 'prezime': 'qnnbnafrej', 'korisnicko_ime': 'piwjxaygeb', 'lozinka': 'crprlfkgug', 'email': 'kucmzmurrc@email.com', 'pasos': '406183472', 'drzavljanstvo': 'uphtilrdhy', 'telefon': '923172', 'pol': 'aaeclirozi', 'uloga': 'korisnik'}, {'ime': 'xzuszckudl', 'prezime': 'qztumbshjg', 'korisnicko_ime': 'xsecupadmu', 'lozinka': 'zxgfshgqsy', 'email': 'kmerkrcxal@email.com', 'pasos': '243737941', 'drzavljanstvo': 'mqztlxdltt', 'telefon': '487190', 'pol': 'rlrrqrfzwe', 'uloga': 'korisnik'}, {'ime': 'dynmoaitwr', 'prezime': 'ruzwxavcvg', 'korisnicko_ime': 'vczpxrkroa', 'lozinka': 'nrvztowswk', 'email': 'bcerzghuzr@email.com', 'pasos': '709919282', 'drzavljanstvo': 'llnodmusxo', 'telefon': '105593', 'pol': 'mscmijfmty', 'uloga': 'korisnik'}]
